,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
245,SYNPCC7942_RS00725,USA300HOU_RS08105,43.827,324,179,3,1,321,1,324,3.7899999999999994e-89,266.0,326,0.9938650306748467,<=>
272,SYNPCC7942_RS00770,USA300HOU_RS05940,42.902,317,161,7,50,359,7,310,2.7199999999999994e-70,219.0,368,0.8614130434782609,<=>
280,SYNPCC7942_RS00810,USA300HOU_RS08360,43.493,292,162,2,16,306,5,294,3.859999999999999e-87,259.0,311,0.9389067524115756,<=>
366,SYNPCC7942_RS00935,USA300HOU_RS03590,32.353,340,206,9,22,358,14,332,1.66e-39,139.0,363,0.9366391184573003,<=>
367,SYNPCC7942_RS00940,USA300HOU_RS01070,26.866,536,350,15,2,503,13,540,7.319999999999999e-33,129.0,508,1.0551181102362204,<=>
370,SYNPCC7942_RS00960,USA300HOU_RS02070,55.854,521,218,3,15,534,4,513,0.0,608.0,534,0.9756554307116105,<=>
374,SYNPCC7942_RS00970,USA300HOU_RS09140,36.828,372,230,4,6,374,7,376,2.2799999999999996e-83,256.0,382,0.9738219895287958,<=>
375,SYNPCC7942_RS00985,USA300HOU_RS08955,34.828,959,526,20,19,964,4,876,1.3199999999999998e-165,504.0,964,0.9948132780082988,<=>
380,SYNPCC7942_RS01030,USA300HOU_RS09400,32.075,318,202,4,9,323,1,307,1.18e-55,182.0,368,0.8641304347826086,<=>
384,SYNPCC7942_RS01075,USA300HOU_RS07500,33.784,370,217,8,9,355,1,365,4.8999999999999995e-49,166.0,362,1.022099447513812,<=>
385,SYNPCC7942_RS01095,USA300HOU_RS11850,29.395,347,215,10,6,336,1,333,1.32e-35,128.0,338,1.0266272189349113,<=>
396,SYNPCC7942_RS01155,USA300HOU_RS02575,37.824,193,110,5,8,198,3,187,4.14e-42,137.0,208,0.9278846153846154,<=>
398,SYNPCC7942_RS01175,USA300HOU_RS13710,29.518,166,103,9,5,163,1,159,7.7e-08,46.2,174,0.9540229885057471,<=>
399,SYNPCC7942_RS01180,USA300HOU_RS07490,44.523999999999994,420,228,5,28,446,13,428,6.529999999999999e-102,307.0,448,0.9375,<=>
403,SYNPCC7942_RS01225,USA300HOU_RS10300,34.889,450,285,4,11,454,6,453,3.5699999999999993e-103,311.0,455,0.989010989010989,<=>
415,SYNPCC7942_RS01270,USA300HOU_RS09925,50.622,241,118,1,21,261,3,242,1.0599999999999999e-88,259.0,261,0.9233716475095786,<=>
488,SYNPCC7942_RS01295,USA300HOU_RS00030,47.75899999999999,848,408,10,4,848,6,821,0.0,769.0,856,0.9906542056074766,<=>
492,SYNPCC7942_RS01305,USA300HOU_RS12605,37.958,382,213,6,22,396,6,370,1.3399999999999997e-74,233.0,398,0.9597989949748744,<=>
496,SYNPCC7942_RS01325,USA300HOU_RS02760,58.475,826,325,8,1,820,2,815,0.0,973.0,824,1.0024271844660195,<=>
503,SYNPCC7942_RS01335,USA300HOU_RS07130,37.442,430,251,9,34,456,1,419,7.089999999999998e-103,310.0,464,0.9267241379310345,<=>
505,SYNPCC7942_RS01340,USA300HOU_RS11665,33.603,247,159,4,19,264,15,257,4.96e-41,140.0,306,0.8071895424836601,<=>
506,SYNPCC7942_RS01345,USA300HOU_RS06350,45.992,237,128,0,15,251,18,254,1.3699999999999996e-81,241.0,251,0.9442231075697212,<=>
508,SYNPCC7942_RS01360,USA300HOU_RS14705,38.667,225,132,3,19,241,16,236,2.96e-49,158.0,242,0.9297520661157025,<=>
514,SYNPCC7942_RS01390,USA300HOU_RS08945,36.649,191,119,2,14,203,5,194,3.7299999999999998e-37,125.0,209,0.9138755980861244,<=>
516,SYNPCC7942_RS01410,USA300HOU_RS10340,43.328,667,361,4,13,672,4,660,0.0,561.0,679,0.9823269513991163,<=>
518,SYNPCC7942_RS01430,USA300HOU_RS04040,39.799,299,167,4,13,311,4,289,1.7299999999999998e-69,218.0,357,0.8375350140056023,<=>
520,SYNPCC7942_RS01435,USA300HOU_RS11410,64.146,410,145,2,8,416,3,411,0.0,544.0,427,0.9601873536299765,<=>
522,SYNPCC7942_RS01465,USA300HOU_RS02555,44.144,444,242,3,6,445,7,448,1.5699999999999997e-129,379.0,452,0.9823008849557522,<=>
530,SYNPCC7942_RS01475,USA300HOU_RS14040,33.604,369,221,7,7,372,4,351,1.4799999999999997e-64,206.0,378,0.9761904761904762,<=>
531,SYNPCC7942_RS01490,USA300HOU_RS06085,37.783,397,238,5,10,403,2,392,3.42e-82,254.0,408,0.9730392156862745,<=>
533,SYNPCC7942_RS01515,USA300HOU_RS02620,50.696999999999996,574,267,7,39,602,37,604,0.0,575.0,613,0.9363784665579119,<=>
550,SYNPCC7942_RS01580,USA300HOU_RS02530,33.452,281,171,3,7,287,5,269,1.38e-49,163.0,314,0.8949044585987261,<=>
551,SYNPCC7942_RS01585,USA300HOU_RS02520,33.829,269,167,4,4,266,25,288,6.97e-39,134.0,279,0.96415770609319,<=>
552,SYNPCC7942_RS01605,USA300HOU_RS10360,50.467,428,211,1,1,428,1,427,8.919999999999998e-163,462.0,431,0.9930394431554525,<=>
559,SYNPCC7942_RS01685,USA300HOU_RS11390,31.131999999999998,212,125,7,50,245,36,242,5.770000000000001e-23,90.5,251,0.8446215139442231,<=>
562,SYNPCC7942_RS01705,USA300HOU_RS11375,26.22,164,119,2,9,171,6,168,6.650000000000001e-17,70.9,180,0.9111111111111111,<=>
563,SYNPCC7942_RS01710,USA300HOU_RS11370,61.4,500,191,1,2,501,1,498,0.0,628.0,505,0.9900990099009901,<=>
566,SYNPCC7942_RS01715,USA300HOU_RS11365,29.618000000000002,314,194,4,1,314,1,287,1.6399999999999998e-49,163.0,316,0.9936708860759493,<=>
575,SYNPCC7942_RS01770,USA300HOU_RS06475,62.769,325,120,1,11,334,4,328,7.509999999999998e-156,438.0,356,0.9129213483146067,<=>
645,SYNPCC7942_RS01795,USA300HOU_RS12565,39.13,299,178,3,6,304,10,304,6.940000000000001e-61,193.0,320,0.934375,<=>
646,SYNPCC7942_RS01805,USA300HOU_RS06400,33.036,112,73,1,6,117,5,114,1.56e-22,82.4,137,0.8175182481751825,<=>
647,SYNPCC7942_RS01825,USA300HOU_RS09285,25.424,177,122,5,32,204,35,205,8.11e-14,64.3,213,0.8309859154929577,<=>
650,SYNPCC7942_RS01875,USA300HOU_RS08140,30.068,439,258,7,48,440,5,440,1.65e-60,200.0,450,0.9755555555555555,<=>
652,SYNPCC7942_RS01885,USA300HOU_RS02320,30.986,426,239,8,6,428,4,377,9.259999999999999e-54,180.0,434,0.9815668202764977,<=>
665,SYNPCC7942_RS02020,USA300HOU_RS05345,46.184,511,255,6,3,513,2,492,8.179999999999996e-161,462.0,513,0.9961013645224172,<=>
666,SYNPCC7942_RS02040,USA300HOU_RS03850,42.051,195,107,3,1,195,1,189,7.91e-48,152.0,200,0.975,<=>
672,SYNPCC7942_RS02060,USA300HOU_RS04080,47.802,364,189,1,1,363,1,364,1.4999999999999995e-119,347.0,373,0.9758713136729222,<=>
675,SYNPCC7942_RS02080,USA300HOU_RS06980,31.131999999999998,212,129,9,3,208,1,201,1.4499999999999998e-27,100.0,217,0.9769585253456221,<=>
676,SYNPCC7942_RS02095,USA300HOU_RS06990,34.979,243,153,4,19,261,5,242,2.5099999999999996e-48,157.0,266,0.9135338345864662,<=>
678,SYNPCC7942_RS02140,USA300HOU_RS13125,31.596,307,201,7,9,313,17,316,1.6799999999999999e-49,164.0,320,0.959375,<=>
766,SYNPCC7942_RS02280,USA300HOU_RS06795,45.0,100,44,1,1,100,1,89,1.1900000000000001e-23,83.2,100,1.0,<=>
768,SYNPCC7942_RS02285,USA300HOU_RS07430,40.887,203,118,2,9,210,4,205,1.7399999999999997e-53,168.0,228,0.8903508771929824,<=>
773,SYNPCC7942_RS02295,USA300HOU_RS00045,46.18899999999999,433,221,6,1,428,1,426,4.909999999999998e-138,399.0,428,1.0116822429906542,<=>
774,SYNPCC7942_RS02300,USA300HOU_RS04640,54.93,71,32,0,11,81,10,80,3.68e-26,88.6,81,0.8765432098765432,<=>
775,SYNPCC7942_RS02305,USA300HOU_RS13655,23.529,187,134,6,17,198,15,197,5.88e-06,41.6,209,0.8947368421052632,<=>
786,SYNPCC7942_RS02325,USA300HOU_RS08720,55.068000000000005,365,161,1,10,371,1,365,1.4699999999999995e-156,442.0,384,0.9505208333333334,<=>
787,SYNPCC7942_RS02340,USA300HOU_RS00275,39.153,378,217,5,1,369,1,374,9.159999999999997e-85,258.0,369,1.024390243902439,<=>
793,SYNPCC7942_RS02360,USA300HOU_RS10205,32.704,159,98,6,3,160,2,152,1.09e-23,87.4,163,0.9754601226993865,<=>
797,SYNPCC7942_RS02390,USA300HOU_RS04200,48.047,512,252,3,7,515,4,504,9.699999999999998e-176,501.0,532,0.9624060150375939,<=>
798,SYNPCC7942_RS02405,USA300HOU_RS01105,28.0,275,188,6,8,276,9,279,9.329999999999998e-37,128.0,276,0.9963768115942029,<=>
800,SYNPCC7942_RS02415,USA300HOU_RS04740,30.699,329,204,11,17,335,19,333,7.059999999999999e-35,128.0,368,0.8940217391304348,<=>
805,SYNPCC7942_RS02440,USA300HOU_RS08450,63.255,596,219,0,8,603,12,607,0.0,803.0,604,0.9867549668874173,<=>
837,SYNPCC7942_RS02480,USA300HOU_RS04790,33.898,177,90,5,31,189,13,180,9.49e-27,98.2,220,0.8045454545454546,<=>
839,SYNPCC7942_RS02485,USA300HOU_RS06035,32.333,433,262,10,6,422,4,421,2.03e-61,202.0,442,0.9796380090497737,<=>
841,SYNPCC7942_RS02490,USA300HOU_RS10435,48.533,443,226,1,17,457,12,454,1.0599999999999996e-154,443.0,459,0.9651416122004357,<=>
848,SYNPCC7942_RS02505,USA300HOU_RS06410,32.372,312,187,8,10,310,16,314,5.4e-51,168.0,315,0.9904761904761905,<=>
852,SYNPCC7942_RS02545,USA300HOU_RS11575,25.455,220,142,7,1,207,1,211,2.06e-10,54.7,216,1.0185185185185186,<=>
855,SYNPCC7942_RS02550,USA300HOU_RS03675,41.176,170,95,2,10,175,6,174,1.5699999999999997e-39,129.0,188,0.9042553191489362,<=>
858,SYNPCC7942_RS02560,USA300HOU_RS08855,33.793,435,273,5,1,433,1,422,2.439999999999999e-71,228.0,438,0.9931506849315068,<=>
859,SYNPCC7942_RS02570,USA300HOU_RS06340,58.19,232,96,1,5,235,7,238,1.0599999999999997e-99,286.0,242,0.9586776859504132,<=>
861,SYNPCC7942_RS02575,USA300HOU_RS06345,47.222,180,95,0,3,182,5,184,9.959999999999999e-59,178.0,182,0.989010989010989,<=>
932,SYNPCC7942_RS02670,USA300HOU_RS07495,31.405,363,235,7,3,365,1,349,1.6600000000000002e-59,192.0,368,0.9864130434782609,<=>
938,SYNPCC7942_RS02715,USA300HOU_RS11625,38.39,646,348,13,1,641,1,601,8.289999999999999e-123,373.0,641,1.0078003120124805,<=>
940,SYNPCC7942_RS02725,USA300HOU_RS06195,60.563,71,28,0,7,77,4,74,4.62e-23,80.5,80,0.8875,<=>
941,SYNPCC7942_RS02730,USA300HOU_RS04880,57.663999999999994,411,173,1,6,416,4,413,5.959999999999998e-175,491.0,417,0.9856115107913669,<=>
942,SYNPCC7942_RS02735,USA300HOU_RS06830,53.846000000000004,663,295,8,9,666,6,662,0.0,699.0,668,0.9925149700598802,<=>
943,SYNPCC7942_RS02760,USA300HOU_RS04580,50.0,292,143,3,4,293,11,301,4.199999999999999e-99,290.0,297,0.9831649831649831,<=>
947,SYNPCC7942_RS02810,USA300HOU_RS11400,46.575,365,193,2,7,370,3,366,3.559999999999999e-120,349.0,372,0.9811827956989247,<=>
950,SYNPCC7942_RS02820,USA300HOU_RS01925,56.318999999999996,364,156,3,2,363,3,365,1.6399999999999995e-145,412.0,363,1.002754820936639,<=>
969,SYNPCC7942_RS02845,USA300HOU_RS02625,37.884,293,176,6,3,293,4,292,2.0599999999999997e-64,201.0,297,0.9865319865319865,<=>
1040,SYNPCC7942_RS02865,USA300HOU_RS04105,59.422,658,261,3,3,659,6,658,0.0,816.0,666,0.987987987987988,<=>
1053,SYNPCC7942_RS02870,USA300HOU_RS12770,40.952,210,121,2,16,224,12,219,1.56e-42,140.0,237,0.8860759493670886,<=>
1122,SYNPCC7942_RS02910,USA300HOU_RS12625,27.82,133,77,4,10,141,2,116,5.71e-07,42.7,146,0.910958904109589,<=>
1134,SYNPCC7942_RS02970,USA300HOU_RS12640,37.719,228,138,3,10,236,1,225,3.46e-45,147.0,241,0.946058091286307,<=>
1143,SYNPCC7942_RS03010,USA300HOU_RS08810,43.66,907,475,8,7,909,2,876,0.0,831.0,909,0.9977997799779978,<=>
1151,SYNPCC7942_RS03035,USA300HOU_RS09010,34.375,320,188,6,3,319,1,301,9.73e-54,176.0,360,0.8888888888888888,<=>
1155,SYNPCC7942_RS03060,USA300HOU_RS05200,64.158,279,94,2,1,279,1,273,1.0499999999999996e-134,378.0,279,1.0,<=>
1167,SYNPCC7942_RS03100,USA300HOU_RS06140,48.095,210,109,0,8,217,4,213,1.1599999999999998e-70,211.0,227,0.9251101321585903,<=>
1174,SYNPCC7942_RS03135,USA300HOU_RS05720,33.209,807,486,19,9,792,3,779,2.9599999999999997e-129,400.0,796,1.013819095477387,<=>
1177,SYNPCC7942_RS03140,USA300HOU_RS08985,42.105,380,208,6,4,379,1,372,8.529999999999997e-100,297.0,386,0.9844559585492227,<=>
1181,SYNPCC7942_RS03160,USA300HOU_RS08435,27.41,332,226,6,6,337,2,318,5.369999999999999e-34,124.0,353,0.9405099150141643,<=>
1183,SYNPCC7942_RS03175,USA300HOU_RS13610,31.683000000000003,202,137,1,1,202,1,201,2.39e-41,135.0,211,0.957345971563981,<=>
1244,SYNPCC7942_RS03210,USA300HOU_RS11060,44.66,618,278,11,5,616,2,561,1.0599999999999998e-168,489.0,619,0.9983844911147012,<=>
1245,SYNPCC7942_RS03240,USA300HOU_RS02840,50.0,126,58,2,3,128,2,122,5.7e-20,75.9,128,0.984375,<=>
1246,SYNPCC7942_RS03245,USA300HOU_RS02835,32.278,158,106,1,1,158,1,157,1.51e-26,95.5,175,0.9028571428571428,<=>
1247,SYNPCC7942_RS03250,USA300HOU_RS02830,47.368,228,119,1,4,230,3,230,4.0199999999999994e-78,231.0,237,0.9620253164556962,<=>
1248,SYNPCC7942_RS03255,USA300HOU_RS02825,72.66199999999999,139,38,0,1,139,1,139,2.4099999999999995e-74,214.0,141,0.9858156028368794,<=>
1249,SYNPCC7942_RS03260,USA300HOU_RS02820,42.857,182,95,3,22,203,9,181,8.14e-47,149.0,205,0.8878048780487805,<=>
1257,SYNPCC7942_RS03280,USA300HOU_RS04205,61.373999999999995,422,154,2,9,421,4,425,0.0,512.0,430,0.9813953488372092,<=>
1320,SYNPCC7942_RS03290,USA300HOU_RS05745,35.974000000000004,606,349,14,36,634,6,579,2.7999999999999996e-111,343.0,635,0.9543307086614173,<=>
1335,SYNPCC7942_RS03310,USA300HOU_RS08830,57.746,426,179,1,8,433,2,426,4.0899999999999984e-176,496.0,433,0.9838337182448037,<=>
1341,SYNPCC7942_RS03325,USA300HOU_RS08330,51.585,347,117,5,43,383,66,367,1.09e-113,333.0,384,0.9036458333333334,<=>
1344,SYNPCC7942_RS03335,USA300HOU_RS06090,38.246,821,454,14,11,803,3,798,0.0,540.0,806,1.0186104218362282,<=>
1353,SYNPCC7942_RS03425,USA300HOU_RS12680,27.749000000000002,191,114,10,14,185,3,188,3.16e-09,50.8,199,0.9597989949748744,<=>
1354,SYNPCC7942_RS03430,USA300HOU_RS06030,35.714,322,169,7,7,325,2,288,6.849999999999999e-60,191.0,338,0.9526627218934911,<=>
1360,SYNPCC7942_RS03445,USA300HOU_RS10135,36.900999999999996,355,196,8,10,354,7,343,9.289999999999998e-76,234.0,360,0.9861111111111112,<=>
1363,SYNPCC7942_RS03490,USA300HOU_RS01325,27.236,246,133,7,5,223,6,232,2.32e-18,77.4,232,1.0603448275862069,<=>
1366,SYNPCC7942_RS03505,USA300HOU_RS06185,59.25899999999999,243,95,2,9,248,3,244,1.2199999999999997e-97,282.0,249,0.9759036144578314,<=>
1373,SYNPCC7942_RS03510,USA300HOU_RS10925,58.64,544,218,3,1,544,1,537,0.0,637.0,555,0.9801801801801802,<=>
1387,SYNPCC7942_RS03565,USA300HOU_RS08935,40.972,144,85,0,1,144,1,144,1.44e-41,133.0,168,0.8571428571428571,<=>
1391,SYNPCC7942_RS03600,USA300HOU_RS14580,30.645,248,152,6,1,229,1,247,4.12e-32,115.0,262,0.9465648854961832,<=>
1393,SYNPCC7942_RS03610,USA300HOU_RS00835,33.333,174,92,4,19,191,45,195,9.26e-22,85.5,211,0.8246445497630331,<=>
1398,SYNPCC7942_RS03625,USA300HOU_RS02450,29.019000000000002,479,293,14,1,471,1,440,6.659999999999999e-47,165.0,489,0.9795501022494888,<=>
1400,SYNPCC7942_RS03645,USA300HOU_RS06045,49.538999999999994,1084,509,12,1,1080,1,1050,0.0,1058.0,1097,0.9881494986326345,<=>
1411,SYNPCC7942_RS03670,USA300HOU_RS11340,49.88,417,202,4,3,416,8,420,2.719999999999999e-134,388.0,418,0.9976076555023924,<=>
1418,SYNPCC7942_RS13695,USA300HOU_RS01850,33.333,69,44,2,3,71,1,67,5.14e-05,33.9,72,0.9583333333333334,<=>
1427,SYNPCC7942_RS04015,USA300HOU_RS05195,24.815,270,167,11,26,280,16,264,4.85e-06,43.1,295,0.9152542372881356,<=>
1429,SYNPCC7942_RS04025,USA300HOU_RS08130,43.478,299,150,7,11,301,6,293,1.2599999999999997e-70,217.0,301,0.9933554817275747,<=>
1431,SYNPCC7942_RS04030,USA300HOU_RS05295,48.943999999999996,284,144,1,1,284,1,283,1.8499999999999994e-94,277.0,289,0.9826989619377162,<=>
1502,SYNPCC7942_RS04060,USA300HOU_RS14545,38.14,215,120,4,1,213,1,204,7.589999999999999e-44,142.0,218,0.9862385321100917,<=>
1509,SYNPCC7942_RS04100,USA300HOU_RS11805,21.693,378,274,10,32,401,15,378,9.86e-05,40.4,411,0.9197080291970803,<=>
1510,SYNPCC7942_RS04145,USA300HOU_RS08290,45.0,200,105,3,1,198,1,197,1.86e-61,186.0,201,0.9950248756218906,<=>
1512,SYNPCC7942_RS04170,USA300HOU_RS08410,28.049,246,152,10,5,231,1,240,9.22e-17,73.6,243,1.0123456790123457,<=>
1594,SYNPCC7942_RS04230,USA300HOU_RS05315,29.73,74,52,0,8,81,6,79,8.99e-11,50.1,89,0.8314606741573034,<=>
1595,SYNPCC7942_RS04235,USA300HOU_RS05320,46.083,217,116,1,1,217,1,216,7.269999999999998e-69,207.0,221,0.9819004524886877,<=>
1611,SYNPCC7942_RS04275,USA300HOU_RS14005,23.304000000000002,339,210,9,4,339,1,292,1.05e-19,84.3,348,0.9741379310344828,<=>
1613,SYNPCC7942_RS04290,USA300HOU_RS07440,38.739000000000004,444,235,12,16,455,13,423,2.6599999999999994e-94,288.0,462,0.961038961038961,<=>
1618,SYNPCC7942_RS04320,USA300HOU_RS08730,54.858999999999995,319,144,0,35,353,8,326,1.4599999999999998e-122,353.0,375,0.8506666666666667,<=>
1631,SYNPCC7942_RS04380,USA300HOU_RS04110,55.955,974,383,5,28,996,6,938,0.0,1063.0,1003,0.9710867397806581,<=>
1660,SYNPCC7942_RS04395,USA300HOU_RS05335,53.687,339,152,3,3,340,5,339,5.57e-123,353.0,341,0.9941348973607038,<=>
1702,SYNPCC7942_RS04515,USA300HOU_RS08615,43.051,885,477,14,6,876,4,875,0.0,671.0,876,1.0102739726027397,<=>
1706,SYNPCC7942_RS04540,USA300HOU_RS10400,30.108,279,170,10,13,283,3,264,3.52e-23,92.4,298,0.9362416107382551,<=>
1707,SYNPCC7942_RS04550,USA300HOU_RS12180,59.803999999999995,102,41,0,4,105,1,102,4.3999999999999997e-44,135.0,105,0.9714285714285714,<=>
1708,SYNPCC7942_RS04555,USA300HOU_RS02880,71.149,409,103,3,1,409,1,394,0.0,570.0,409,1.0,<=>
1714,SYNPCC7942_RS04560,USA300HOU_RS02875,59.339,696,275,4,1,692,1,692,0.0,844.0,694,1.0028818443804035,<=>
1724,SYNPCC7942_RS04565,USA300HOU_RS02870,58.974,156,64,0,1,156,1,156,2.3599999999999997e-68,201.0,156,1.0,<=>
1725,SYNPCC7942_RS04570,USA300HOU_RS02865,66.176,136,33,1,1,123,1,136,1.94e-61,181.0,124,1.096774193548387,<=>
1726,SYNPCC7942_RS04585,USA300HOU_RS02375,42.422,1511,782,26,22,1515,15,1454,0.0,1131.0,1536,0.9837239583333334,<=>
1728,SYNPCC7942_RS04605,USA300HOU_RS08210,33.525999999999996,173,102,5,12,180,8,171,1.99e-26,95.9,190,0.9105263157894737,<=>
1759,SYNPCC7942_RS04760,USA300HOU_RS05350,38.902,419,242,6,1,417,1,407,6.499999999999999e-96,291.0,433,0.9676674364896074,<=>
1761,SYNPCC7942_RS04770,USA300HOU_RS05310,44.643,224,120,1,5,228,4,223,4.679999999999999e-73,219.0,241,0.9294605809128631,<=>
1762,SYNPCC7942_RS04785,USA300HOU_RS11335,47.761,134,69,1,20,153,10,142,1.53e-40,130.0,155,0.864516129032258,<=>
1776,SYNPCC7942_RS04840,USA300HOU_RS11020,40.208,577,333,6,1,568,3,576,3.1399999999999993e-134,402.0,569,1.0140597539543057,<=>
1897,SYNPCC7942_RS04850,USA300HOU_RS00975,36.455999999999996,395,231,8,20,410,8,386,2.2599999999999998e-79,247.0,422,0.9360189573459715,<=>
1903,SYNPCC7942_RS04855,USA300HOU_RS08805,30.193,414,261,10,14,408,14,418,1.3900000000000002e-53,180.0,412,1.0048543689320388,<=>
1980,SYNPCC7942_RS04915,USA300HOU_RS02265,29.756,410,191,11,19,368,4,376,1.87e-54,181.0,380,1.0789473684210527,<=>
1983,SYNPCC7942_RS04925,USA300HOU_RS05340,34.973,183,118,1,18,199,2,184,7.739999999999999e-42,136.0,209,0.8755980861244019,<=>
1985,SYNPCC7942_RS04930,USA300HOU_RS08745,48.851000000000006,348,169,4,3,343,2,347,1.1599999999999997e-97,292.0,343,1.0145772594752187,<=>
1989,SYNPCC7942_RS04935,USA300HOU_RS01090,41.457,398,193,6,1,392,1,364,3.279999999999999e-95,286.0,395,1.0075949367088608,<=>
2058,SYNPCC7942_RS04945,USA300HOU_RS06115,32.366,448,277,7,8,447,4,433,1.4899999999999998e-79,249.0,451,0.9933481152993349,<=>
2062,SYNPCC7942_RS04970,USA300HOU_RS08845,43.791000000000004,306,163,5,7,309,2,301,3.7200000000000003e-84,253.0,320,0.95625,<=>
2063,SYNPCC7942_RS04985,USA300HOU_RS13915,24.008000000000003,529,305,22,19,503,16,491,3.08e-19,86.7,523,1.011472275334608,<=>
2066,SYNPCC7942_RS04995,USA300HOU_RS02540,45.161,124,64,4,4,127,2,121,8.989999999999999e-35,113.0,130,0.9538461538461539,<=>
2067,SYNPCC7942_RS05000,USA300HOU_RS00870,26.623,462,280,17,1,454,1,411,9.14e-35,130.0,460,1.0043478260869565,<=>
2068,SYNPCC7942_RS05005,USA300HOU_RS05925,41.368,307,153,4,11,290,2,308,2.92e-74,226.0,296,1.037162162162162,<=>
2076,SYNPCC7942_RS05050,USA300HOU_RS11540,40.191,209,123,2,11,217,4,212,7.559999999999998e-51,161.0,228,0.9166666666666666,<=>
2079,SYNPCC7942_RS05060,USA300HOU_RS13520,23.671,414,272,12,44,451,3,378,9.49e-14,68.9,460,0.9,<=>
2084,SYNPCC7942_RS05070,USA300HOU_RS08010,34.783,138,87,3,8,143,8,144,7.79e-27,94.7,147,0.9387755102040817,<=>
